lemma,normalized_lemma,part_of_speech,sense_position,definition,tags,polish_translations,cefr,wordnet_synsets,frequency_rank
brown,brown,noun,8,A mass of birds or animals that may be indiscriminately fired at.,countable|uncountable,,cefr_j:A2,,1913
brown,brown,noun,9,A brown dye or pigment.,countable|uncountable,,cefr_j:A2,,1913
brown,brown,noun,10,"A pen, pencil, crayon, etc., made of brown pigment.",countable|uncountable,,cefr_j:A2,,1913
brown,brown,adjective,0,Having a brown color/colour.,,brązowy,cefr_j:A1,,1913
brown,brown,adjective,1,Gloomy.,obsolete,,cefr_j:A1,,1913
brown,brown,adjective,2,Of or relating to any of various ethnic groups having dark pigmentation of the skin.,US|capitalized|sometimes,,cefr_j:A1,,1913
brown,brown,adjective,3,Of or relating to any of various ethnic groups having dark pigmentation of the skin.,US|broadly|capitalized|sometimes,,cefr_j:A1,,1913
brown,brown,adjective,4,Of or relating to any of various ethnic groups having dark pigmentation of the skin.,capitalized|sometimes,,cefr_j:A1,,1913
brown,brown,adjective,5,Not green (environmentally irresponsible); anti-green (against environmental protection).,,,cefr_j:A1,,1913
brown,brown,verb,0,To become brown.,intransitive,brązowieć|zbrązowieć,,00286465-v,1913
brown,brown,verb,1,Synonym of poop (“to defecate”).,childish,,,,1913
brown,brown,verb,2,To cook something until it becomes brown.,transitive,przyrumienić|przyrumieniać|przypiec|przypiekać|zapiec,,,1913
brown,brown,verb,3,To tan.,intransitive|transitive,,,,1913
brown,brown,verb,4,To make brown or dusky.,transitive,,,00286465-v,1913
brown,brown,verb,5,"To give a bright brown colour to, as to gun barrels, by forming a thin coating of oxide on their surface.",transitive,,,,1913
brown,brown,verb,6,"To turn progressively more Hispanic or Latino, in the context of the population of a geographic region.",derogatory|ethnic|intransitive|offensive|slang|slur|transitive|usually,,,,1913
December,december,noun,0,"The twelfth and last month of the Gregorian calendar, following November and preceding the January of the following year, containing the southern solstice.",,grudzień,cefr_j:A1,15238570-n,
December,december,noun,1,A female given name transferred from the month name [in turn from English].,rare,,cefr_j:A1,,
December,december,noun,2,A surname.,,,cefr_j:A1,,
floccinaucinihilipilification,floccinaucinihilipilification,noun,0,"The act or habit of describing or regarding something as unimportant, of having no value or being worthless.",countable|humorous|often|uncountable,,,,
month,month,noun,0,"A period into which a year is divided, historically based on the phases of the moon.",,miesiąc,cefr_j:A1,,209
month,month,noun,1,"A period of 30 days, 31 days, or some alternation thereof.",,,cefr_j:A1,,209
month,month,noun,2,A woman's period; menstrual discharge.,in-plural|obsolete,,cefr_j:A1,,209
January,january,noun,0,"The first month of the Gregorian calendar, following the December of the previous year and preceding February.",,styczeń,cefr_j:A1,15234841-n,
January,january,noun,1,A female given name transferred from the month name [in turn from English].,rare,,cefr_j:A1,,
February,february,noun,0,"The short month following January and preceding March in the Roman, Julian, and Gregorian calendars, used in all three calendars for intercalation or addition of leap days.",,luty,cefr_j:A1,15235282-n,
February,february,noun,1,A female given name transferred from the month name [in turn from English].,rare,,cefr_j:A1,,
march,march,noun,0,"A formal, rhythmic way of walking, used especially by soldiers, by bands, and in ceremonies.",,marsz|pochód,cefr_j:A1|cefr_j:B1,,2453
march,march,noun,1,A journey so walked.,,,cefr_j:A1|cefr_j:B1,,2453
march,march,noun,2,A political rally or parade.,,marsz|pochód,cefr_j:A1|cefr_j:B1,,2453
march,march,noun,3,Any song in the genre of music written for marching (see Wikipedia's article on this type of music),,marsz,cefr_j:A1|cefr_j:B1,07072336-n,2453
march,march,noun,4,Steady forward movement or progression.,,marsz,cefr_j:A1|cefr_j:B1,00283684-n,2453
march,march,noun,5,The feat of taking all the tricks of a hand.,,,cefr_j:A1|cefr_j:B1,,2453
march,march,noun,6,"A border region, especially one originally set up to defend a boundary.",archaic|historical|often|plural,rubież,cefr_j:A1|cefr_j:B1,08530235-n,2453
march,march,noun,7,A region at a frontier governed by a marquess.,historical,marchia,cefr_j:A1|cefr_j:B1,,2453
march,march,noun,8,Smallage.,obsolete,,cefr_j:A1|cefr_j:B1,,2453
march,march,verb,0,"To walk with long, regular strides, as a soldier does.",intransitive,maszerować,cefr_j:B1,,2453
march,march,verb,1,To cause someone to walk somewhere.,transitive,,cefr_j:B1,01928665-v,2453
march,march,verb,2,To go to war; to make military advances.,,,cefr_j:B1,,2453
march,march,verb,3,To make steady progress.,figuratively,,cefr_j:B1,,2453
march,march,verb,4,To have common borders or frontiers,intransitive,,cefr_j:B1,,2453
April,april,noun,0,"The fourth month of the Gregorian calendar, following March and preceding May.",,kwiecień,cefr_j:A1,15235985-n,
April,april,noun,1,A female given name transferred from the month name [in turn from English]; used since the early 20th century.,,,cefr_j:A1,,
April,april,noun,2,A surname.,,,cefr_j:A1,,
may,may,verb,0,To be strong; to have power (over).,intransitive|no-past-participle|no-present-participle|obsolete,,,,97
may,may,verb,1,To be able; can.,auxiliary|no-past-participle|no-present-participle|obsolete,,,,97
may,may,verb,2,To be able to go.,intransitive|no-past-participle|no-present-participle|poetic,,,,97
may,may,verb,3,"To have permission to, be allowed. Used in granting permission and in questions to make polite requests.",auxiliary|defective|modal|no-past-participle|no-present-participle,móc,,,97
may,may,verb,4,"Granting the admissibility of a supposition, in a way that can be semantically either subjunctive or indicative.",auxiliary|defective|modal|no-past-participle|no-present-participle,żeby|oby|niechaj|niech|bodaj|bogdaj,,,97
may,may,verb,5,Expressing a wish (with present subjunctive effect).,defective|no-past-participle|no-present-participle|present|subjunctive,,,,97
may,may,verb,6,"Used in modesty, courtesy, or concession, or to soften a question or remark.",auxiliary|defective|modal|no-past-participle|no-present-participle,,,,97
may,may,verb,7,"To gather may, or flowers in general.",intransitive|poetic,,,,97
may,may,verb,8,To celebrate May Day.,intransitive|poetic,,,,97
may,may,noun,0,The hawthorn bush or its blossoms.,uncountable,,cefr_j:A1,,97
may,may,noun,1,A maiden.,archaic,,cefr_j:A1,,97
June,june,noun,0,"The sixth month of the Gregorian calendar, following May and preceding July, containing the northern solstice.",,czerwiec,cefr_j:A1,15236602-n,
June,june,noun,1,"A female given name transferred from the month name [in turn from English], for a girl born in June, used since the end of the 19th century.",,,cefr_j:A1,,
June,june,noun,2,"A male given name, or more often nickname, for a boy who is junior to someone else, especially someone with the same name, such as his father.",,,cefr_j:A1,,
July,july,noun,0,"The seventh month of the Gregorian calendar, following June and preceding August.",,lipiec,cefr_j:A1,15236963-n,
July,july,noun,1,A female given name from English.,uncommon,,cefr_j:A1,,
July,july,noun,2,A surname from French.,,,cefr_j:A1,,
august,august,adjective,0,"Awe-inspiring, majestic, noble, venerable.",,,,,
august,august,adjective,1,Of noble birth.,,,,,
august,august,verb,0,To make ripe; ripen.,obsolete|rare,,,,
august,august,verb,1,To bring to realization.,obsolete|rare,,,,
august,august,noun,0,Alternative form of auguste (“kind of clown”).,alt-of|alternative,,cefr_j:A1,,
September,september,noun,0,"The ninth month of the Gregorian calendar, following August and preceding October, containing the southward equinox.",,wrzesień,cefr_j:A1,15237535-n,
September,september,noun,1,"Celi, the Roman goddess of September.",rare,,cefr_j:A1,,
September,september,noun,2,A male or female given name transferred from the month name [in turn from English].,rare,,cefr_j:A1,,
October,october,noun,0,"The tenth month of the Gregorian calendar, following September and preceding November.",,październik,cefr_j:A1,15237911-n,
October,october,noun,1,A female given name transferred from the month name.,rare,,cefr_j:A1,,
October,october,noun,2,A type of ale traditionally brewed in October.,historical|uncountable,,cefr_j:A1,,
October,october,verb,0,"In the early Soviet Union, to give a child a name tinged with Soviet revolutionary thought, as opposed to religious christening.",historical|transitive,,,,
November,november,noun,0,"The eleventh month of the Gregorian calendar, following October and preceding December.",,listopad,cefr_j:A1,15238202-n,
November,november,noun,1,A female given name.,,,cefr_j:A1,,
multiculturalism,multiculturalism,noun,0,"The characteristics of an organization, society, city etc. which has many different ethnic or national cultures mingling freely; political or social policies which support or encourage such coexistence.",countable|uncountable,,,,
multiculturalism,multiculturalism,noun,1,The cultural Marxism conspiracy theory.,colloquial|countable|derogatory|uncountable,,,,
current events,current events,noun,0,Current affairs; those events and issues of interest currently found in the news.,plural|plural-normally,aktualia,,,
day,day,noun,0,The time when the Sun is above the horizon and it lights the sky.,,,cefr_j:A1,,85
day,day,noun,1,"A period of time equal or almost equal to a full day-night cycle, being 24 hours long.",,dzień|doba,cefr_j:A1,15148032-n,85
day,day,noun,2,A 24-hour period beginning at 6am or sunrise.,informal,,cefr_j:A1,,85
day,day,noun,3,"A period of time between two set times which mark the beginning and the end of day in a calendar, such as from midnight to the following midnight or (Judaism) from nightfall to the following nightfall.",,dzień|doba,cefr_j:A1,15148032-n,85
day,day,noun,4,The rotational period of a planet.,,dzień,cefr_j:A1,,85
day,day,noun,5,"The part of a day period which one spends at one’s job, school, etc.",,dzień,cefr_j:A1,,85
day,day,noun,6,"An observance lasting for a day, such as an annual holiday.",,,cefr_j:A1,15182185-n,85
day,day,noun,7,A day set aside for a specified activity.,,,cefr_j:A1,,85
day,day,noun,8,"A specified time or period; time, considered with reference to the existence or prominence of a person or thing; age; time; era.",,,cefr_j:A1,,85
day,day,noun,9,A period of contention of a day or less.,,,cefr_j:A1,,85
day,day,verb,0,To spend a day (in a place).,intransitive|rare,,,,85
Monday,monday,noun,0,"The second day of the week in many religious traditions, and the first day of the week in systems using the ISO 8601 norm. It follows Sunday and precedes Tuesday.",,poniedziałek,cefr_j:A1,15189026-n,
Monday,monday,adverb,0,On Monday.,Canada|US|informal|not-comparable,w poniedziałek,,,
Tuesday,tuesday,noun,0,"The third day of the week in many religious traditions, and the second day of the week in systems that use the ISO 8601 norm; it follows Monday and precedes Wednesday.",,wtorek,cefr_j:A1,15189152-n,
Tuesday,tuesday,adverb,0,On Tuesday.,Canada|US|informal|not-comparable,,,,
Wednesday,wednesday,noun,0,"The fourth day of the week in many religious traditions, and the third day of the week in systems using the ISO 8601 norm; it follows Tuesday and precedes Thursday.",,środa,cefr_j:A1,15189280-n,
Wednesday,wednesday,noun,1,Nickname for Sheffield Wednesday of the Football League.,UK,,cefr_j:A1,,
Wednesday,wednesday,adverb,0,On Wednesday.,Canada|US|informal|not-comparable,,,,
Thursday,thursday,noun,0,"The fifth day of the week in many religious traditions, and the fourth day of the week in systems using the ISO 8601 norm; it follows Wednesday and precedes Friday.",,czwartek,cefr_j:A1,15189401-n,
Thursday,thursday,adverb,0,On Thursday.,Canada|US|informal|not-comparable,,,,
Friday,friday,noun,0,"The sixth day of the week in many religious traditions, and the fifth day of the week in systems using the ISO 8601 norm; the Muslim Sabbath; it follows Thursday and precedes Saturday.",,piątek,cefr_j:A1,15189510-n,
Friday,friday,noun,1,The last workday in a work schedule that is not Monday through Friday.,colloquial,,cefr_j:A1,,
Friday,friday,adverb,0,On Friday.,Canada|US|informal|not-comparable,,,,
Saturday,saturday,noun,0,"The seventh day of the week in many religious traditions, and the sixth day of the week in systems using the ISO 8601 norm; the Jewish Sabbath; it follows Friday and precedes Sunday.",,sobota,cefr_j:A1,15189617-n,
Saturday,saturday,adverb,0,On Saturday.,Canada|US|informal|not-comparable,sobota,,,
Saturday,saturday,verb,0,To spend Saturday (at a place or doing an activity).,uncommon,,,,
Sunday,sunday,noun,0,"The first day of the week in many religious traditions, and the seventh day of the week in systems using the ISO 8601 standard; the Christian Sabbath; it follows Saturday and precedes Monday.",,niedziela,cefr_j:A1,15188844-n,
Sunday,sunday,noun,1,A newspaper published on Sunday.,informal,,cefr_j:A1,,
Sunday,sunday,noun,2,A comic strip published in a Sunday newspaper.,informal,,cefr_j:A1,,
Sunday,sunday,noun,3,"Describes someone who does something occasionally or casually, and therefore without skill.",attributive|informal,,cefr_j:A1,,
Sunday,sunday,noun,4,"Describes something particularly fine and elegant, particularly something that could be worn to or used at church.",attributive|informal,,cefr_j:A1,,
Sunday,sunday,verb,0,"To spend Sunday (at a certain place, with a certain person or people, etc.).",informal|intransitive,,,,
Sunday,sunday,adverb,0,On Sunday.,Canada|US|informal|not-comparable,,,,
lexicography,lexicography,noun,0,"The art or craft of compiling, writing, and editing dictionaries.",uncountable,leksykografia|słownikarstwo,,00933536-n,
lexicography,lexicography,noun,1,"The scholarly discipline of analysing and describing the semantic, syntagmatic and paradigmatic relationships within the lexicon (vocabulary) of a language and developing theories of dictionary components and structures linking the data in dictionaries.",uncountable,,,,
lexicography,lexicography,noun,2,"A dictionary, a lexicon, a wordbook.",countable,,,,
antonym,antonym,noun,0,A word which has the opposite meaning of another word.,,antonim,cefr_j:B1,06298695-n,
connotation,connotation,noun,0,"A meaning of a word or phrase that is suggested or implied, as opposed to a denotation, or literal meaning. A characteristic of words or phrases, or of the contexts that words and phrases are used in.",,konotacja|skojarzenie,octanove:C2,05932198-n,
connotation,connotation,noun,1,"The attribute or aggregate of attributes connoted by a term, contrasted with denotation.",,,octanove:C2,,
denotation,denotation,noun,0,"The act of denoting, or something (such as a symbol) that denotes",countable|uncountable,,octanove:C2,,
denotation,denotation,noun,1,"The primary, surface, literal, or explicit meaning of a signifier such as a word, phrase, or symbol; that which a word denotes, as contrasted with its connotation; the aggregate or set of objects of which a word may be predicated.",countable|uncountable,,octanove:C2,,
denotation,denotation,noun,2,The intension and extension of a word,countable|uncountable,,octanove:C2,,
